,DATE,Year,Month,Day,MonetaryBase
10594,2000-09-20,2000,9,20,584652.0
10595,2000-09-21,2000,9,21,584727.0
10596,2000-09-22,2000,9,22,584802.0
10597,2000-09-25,2000,9,25,584877.0
10598,2000-09-26,2000,9,26,584952.0
10599,2000-09-27,2000,9,27,585027.0
10600,2000-09-28,2000,9,28,585102.0
10601,2000-09-29,2000,9,29,585177.0
10602,2000-10-02,2000,10,2,585252.0
10603,2000-10-03,2000,10,3,585491.2857142857
10604,2000-10-04,2000,10,4,585730.5714285715
10605,2000-10-05,2000,10,5,585969.8571428572
10606,2000-10-06,2000,10,6,586209.1428571428
10607,2000-10-10,2000,10,10,586448.4285714285
10608,2000-10-11,2000,10,11,586687.7142857143
10609,2000-10-12,2000,10,12,586927.0
10610,2000-10-13,2000,10,13,587166.2857142857
10611,2000-10-16,2000,10,16,587405.5714285715
10612,2000-10-17,2000,10,17,587644.8571428572
10613,2000-10-18,2000,10,18,587884.1428571428
10614,2000-10-19,2000,10,19,588123.4285714285
10615,2000-10-20,2000,10,20,588362.7142857143
10616,2000-10-23,2000,10,23,588602.0
10617,2000-10-24,2000,10,24,588841.2857142857
10618,2000-10-25,2000,10,25,589080.5714285715
10619,2000-10-26,2000,10,26,589319.8571428572
10620,2000-10-27,2000,10,27,589559.1428571428
10621,2000-10-30,2000,10,30,589798.4285714285
10622,2000-10-31,2000,10,31,590037.7142857143
10623,2000-11-01,2000,11,1,590277.0
10624,2000-11-02,2000,11,2,590678.4
10625,2000-11-03,2000,11,3,591079.8
10626,2000-11-06,2000,11,6,591481.2
10627,2000-11-07,2000,11,7,591882.6
10628,2000-11-08,2000,11,8,592284.0
10629,2000-11-09,2000,11,9,592685.4
10630,2000-11-13,2000,11,13,593086.8
10631,2000-11-14,2000,11,14,593488.2
10632,2000-11-15,2000,11,15,593889.6
10633,2000-11-16,2000,11,16,594291.0
10634,2000-11-17,2000,11,17,594692.4
10635,2000-11-20,2000,11,20,595093.8
10636,2000-11-21,2000,11,21,595495.2
10637,2000-11-22,2000,11,22,595896.6
10638,2000-11-24,2000,11,24,596298.0
10639,2000-11-27,2000,11,27,596699.4
10640,2000-11-28,2000,11,28,597100.8
10641,2000-11-29,2000,11,29,597502.2
10642,2000-11-30,2000,11,30,597903.6
10643,2000-12-01,2000,12,1,598305.0
10644,2000-12-04,2000,12,4,598323.05
10645,2000-12-05,2000,12,5,598341.1
10646,2000-12-06,2000,12,6,598359.15
10647,2000-12-07,2000,12,7,598377.2
10648,2000-12-08,2000,12,8,598395.25
10649,2000-12-11,2000,12,11,598413.3
10650,2000-12-12,2000,12,12,598431.35
10651,2000-12-13,2000,12,13,598449.4
10652,2000-12-14,2000,12,14,598467.45
10653,2000-12-15,2000,12,15,598485.5
10654,2000-12-18,2000,12,18,598503.55
10655,2000-12-19,2000,12,19,598521.6
10656,2000-12-20,2000,12,20,598539.65
10657,2000-12-21,2000,12,21,598557.7
10658,2000-12-22,2000,12,22,598575.75
10659,2000-12-26,2000,12,26,598593.8
10660,2000-12-27,2000,12,27,598611.85
10661,2000-12-28,2000,12,28,598629.9
10662,2000-12-29,2000,12,29,598647.95
10663,2001-01-02,2001,1,2,598666.0
10664,2001-01-03,2001,1,3,598533.0
10665,2001-01-04,2001,1,4,598400.0
10666,2001-01-05,2001,1,5,598267.0
10667,2001-01-08,2001,1,8,598134.0
10668,2001-01-09,2001,1,9,598001.0
10669,2001-01-10,2001,1,10,597868.0
10670,2001-01-11,2001,1,11,597735.0
10671,2001-01-12,2001,1,12,597602.0
10672,2001-01-16,2001,1,16,597469.0
10673,2001-01-17,2001,1,17,597336.0
10674,2001-01-18,2001,1,18,597203.0
10675,2001-01-19,2001,1,19,597070.0
10676,2001-01-22,2001,1,22,596937.0
10677,2001-01-23,2001,1,23,596804.0
10678,2001-01-24,2001,1,24,596671.0
10679,2001-01-25,2001,1,25,596538.0
10680,2001-01-26,2001,1,26,596405.0
10681,2001-01-29,2001,1,29,596272.0
10682,2001-01-30,2001,1,30,596139.0
10683,2001-01-31,2001,1,31,596006.0
10684,2001-02-01,2001,2,1,595873.0
10685,2001-02-02,2001,2,2,596043.1578947369
10686,2001-02-05,2001,2,5,596213.3157894737
10687,2001-02-06,2001,2,6,596383.4736842106
10688,2001-02-07,2001,2,7,596553.6315789474
10689,2001-02-08,2001,2,8,596723.7894736842
10690,2001-02-09,2001,2,9,596893.947368421
10691,2001-02-12,2001,2,12,597064.1052631579
10692,2001-02-13,2001,2,13,597234.2631578947
10693,2001-02-14,2001,2,14,597404.4210526316
10694,2001-02-15,2001,2,15,597574.5789473684
10695,2001-02-16,2001,2,16,597744.7368421053
10696,2001-02-20,2001,2,20,597914.8947368421
10697,2001-02-21,2001,2,21,598085.052631579
10698,2001-02-22,2001,2,22,598255.2105263158
10699,2001-02-23,2001,2,23,598425.3684210526
10700,2001-02-26,2001,2,26,598595.5263157894
10701,2001-02-27,2001,2,27,598765.6842105263
10702,2001-02-28,2001,2,28,598935.8421052631
10703,2001-03-01,2001,3,1,599106.0
10704,2001-03-02,2001,3,2,599225.1363636364
10705,2001-03-05,2001,3,5,599344.2727272727
10706,2001-03-06,2001,3,6,599463.4090909091
10707,2001-03-07,2001,3,7,599582.5454545454
10708,2001-03-08,2001,3,8,599701.6818181818
10709,2001-03-09,2001,3,9,599820.8181818182
10710,2001-03-12,2001,3,12,599939.9545454546
10711,2001-03-13,2001,3,13,600059.0909090909
10712,2001-03-14,2001,3,14,600178.2272727273
10713,2001-03-15,2001,3,15,600297.3636363636
10714,2001-03-16,2001,3,16,600416.5
10715,2001-03-19,2001,3,19,600535.6363636364
10716,2001-03-20,2001,3,20,600654.7727272727
10717,2001-03-21,2001,3,21,600773.9090909091
10718,2001-03-22,2001,3,22,600893.0454545454
10719,2001-03-23,2001,3,23,601012.1818181818
10720,2001-03-26,2001,3,26,601131.3181818182
10721,2001-03-27,2001,3,27,601250.4545454546
10722,2001-03-28,2001,3,28,601369.5909090909
10723,2001-03-29,2001,3,29,601488.7272727273
10724,2001-03-30,2001,3,30,601607.8636363636
10725,2001-04-02,2001,4,2,601727.0
10726,2001-04-03,2001,4,3,601926.619047619
10727,2001-04-04,2001,4,4,602126.2380952381
10728,2001-04-05,2001,4,5,602325.8571428572
10729,2001-04-06,2001,4,6,602525.4761904762
10730,2001-04-09,2001,4,9,602725.0952380953
10731,2001-04-10,2001,4,10,602924.7142857143
10732,2001-04-11,2001,4,11,603124.3333333334
10733,2001-04-12,2001,4,12,603323.9523809524
10734,2001-04-13,2001,4,13,603523.5714285715
10735,2001-04-16,2001,4,16,603723.1904761905
10736,2001-04-17,2001,4,17,603922.8095238095
10737,2001-04-18,2001,4,18,604122.4285714285
10738,2001-04-19,2001,4,19,604322.0476190476
10739,2001-04-20,2001,4,20,604521.6666666666
10740,2001-04-23,2001,4,23,604721.2857142857
10741,2001-04-24,2001,4,24,604920.9047619047
10742,2001-04-25,2001,4,25,605120.5238095238
10743,2001-04-26,2001,4,26,605320.1428571428
10744,2001-04-27,2001,4,27,605519.7619047619
10745,2001-04-30,2001,4,30,605719.380952381
10746,2001-05-01,2001,5,1,605919.0
10747,2001-05-02,2001,5,2,606063.4090909091
10748,2001-05-03,2001,5,3,606207.8181818182
10749,2001-05-04,2001,5,4,606352.2272727273
10750,2001-05-07,2001,5,7,606496.6363636364
10751,2001-05-08,2001,5,8,606641.0454545454
10752,2001-05-09,2001,5,9,606785.4545454546
10753,2001-05-10,2001,5,10,606929.8636363636
10754,2001-05-11,2001,5,11,607074.2727272727
10755,2001-05-14,2001,5,14,607218.6818181818
10756,2001-05-15,2001,5,15,607363.0909090909
10757,2001-05-16,2001,5,16,607507.5
10758,2001-05-17,2001,5,17,607651.9090909091
10759,2001-05-18,2001,5,18,607796.3181818182
10760,2001-05-21,2001,5,21,607940.7272727273
10761,2001-05-22,2001,5,22,608085.1363636364
10762,2001-05-23,2001,5,23,608229.5454545454
10763,2001-05-24,2001,5,24,608373.9545454546
10764,2001-05-25,2001,5,25,608518.3636363636
10765,2001-05-29,2001,5,29,608662.7727272727
10766,2001-05-30,2001,5,30,608807.1818181818
10767,2001-05-31,2001,5,31,608951.5909090909
10768,2001-06-01,2001,6,1,609096.0
10769,2001-06-04,2001,6,4,609424.0
10770,2001-06-05,2001,6,5,609752.0
10771,2001-06-06,2001,6,6,610080.0
10772,2001-06-07,2001,6,7,610408.0
10773,2001-06-08,2001,6,8,610736.0
10774,2001-06-11,2001,6,11,611064.0
10775,2001-06-12,2001,6,12,611392.0
10776,2001-06-13,2001,6,13,611720.0
10777,2001-06-14,2001,6,14,612048.0
10778,2001-06-15,2001,6,15,612376.0
10779,2001-06-18,2001,6,18,612704.0
10780,2001-06-19,2001,6,19,613032.0
10781,2001-06-20,2001,6,20,613360.0
10782,2001-06-21,2001,6,21,613688.0
10783,2001-06-22,2001,6,22,614016.0
10784,2001-06-25,2001,6,25,614344.0
10785,2001-06-26,2001,6,26,614672.0
10786,2001-06-27,2001,6,27,615000.0
10787,2001-06-28,2001,6,28,615328.0
10788,2001-06-29,2001,6,29,615656.0
10789,2001-07-02,2001,7,2,615984.0
10790,2001-07-03,2001,7,3,616290.8095238095
10791,2001-07-05,2001,7,5,616597.619047619
10792,2001-07-06,2001,7,6,616904.4285714285
10793,2001-07-09,2001,7,9,617211.2380952381
10794,2001-07-10,2001,7,10,617518.0476190476
10795,2001-07-11,2001,7,11,617824.8571428572
10796,2001-07-12,2001,7,12,618131.6666666666
10797,2001-07-13,2001,7,13,618438.4761904762
10798,2001-07-16,2001,7,16,618745.2857142857
10799,2001-07-17,2001,7,17,619052.0952380953
10800,2001-07-18,2001,7,18,619358.9047619047
10801,2001-07-19,2001,7,19,619665.7142857143
10802,2001-07-20,2001,7,20,619972.5238095238
10803,2001-07-23,2001,7,23,620279.3333333334
10804,2001-07-24,2001,7,24,620586.1428571428
10805,2001-07-25,2001,7,25,620892.9523809524
10806,2001-07-26,2001,7,26,621199.7619047619
10807,2001-07-27,2001,7,27,621506.5714285715
10808,2001-07-30,2001,7,30,621813.380952381
10809,2001-07-31,2001,7,31,622120.1904761905
10810,2001-08-01,2001,8,1,622427.0
10811,2001-08-02,2001,8,2,623505.0869565217
10812,2001-08-03,2001,8,3,624583.1739130435
10813,2001-08-06,2001,8,6,625661.2608695652
10814,2001-08-07,2001,8,7,626739.3478260869
10815,2001-08-08,2001,8,8,627817.4347826086
10816,2001-08-09,2001,8,9,628895.5217391305
10817,2001-08-10,2001,8,10,629973.6086956522
10818,2001-08-13,2001,8,13,631051.695652174
10819,2001-08-14,2001,8,14,632129.7826086957
10820,2001-08-15,2001,8,15,633207.8695652174
10821,2001-08-16,2001,8,16,634285.9565217391
10822,2001-08-17,2001,8,17,635364.0434782609
10823,2001-08-20,2001,8,20,636442.1304347826
10824,2001-08-21,2001,8,21,637520.2173913043
10825,2001-08-22,2001,8,22,638598.304347826
10826,2001-08-23,2001,8,23,639676.3913043478
10827,2001-08-24,2001,8,24,640754.4782608695
10828,2001-08-27,2001,8,27,641832.5652173914
10829,2001-08-28,2001,8,28,642910.6521739131
10830,2001-08-29,2001,8,29,643988.7391304348
10831,2001-08-30,2001,8,30,645066.8260869565
10832,2001-08-31,2001,8,31,646144.9130434783
10833,2001-09-04,2001,9,4,647223.0
10834,2001-09-05,2001,9,5,646587.7894736842
10835,2001-09-06,2001,9,6,645952.5789473684
10836,2001-09-07,2001,9,7,645317.3684210526
10837,2001-09-10,2001,9,10,644682.1578947369
10838,2001-09-11,2001,9,11,644046.947368421
10839,2001-09-12,2001,9,12,643411.7368421053
10840,2001-09-13,2001,9,13,642776.5263157894
10841,2001-09-14,2001,9,14,642141.3157894737
10842,2001-09-17,2001,9,17,641506.1052631579
10843,2001-09-18,2001,9,18,640870.8947368421
10844,2001-09-19,2001,9,19,640235.6842105263
10845,2001-09-20,2001,9,20,639600.4736842106
10846,2001-09-21,2001,9,21,638965.2631578947
10847,2001-09-24,2001,9,24,638330.052631579
10848,2001-09-25,2001,9,25,637694.8421052631
10849,2001-09-26,2001,9,26,637059.6315789474
10850,2001-09-27,2001,9,27,636424.4210526316
10851,2001-09-28,2001,9,28,635789.2105263158
10852,2001-10-01,2001,10,1,635154.0
10853,2001-10-02,2001,10,2,635349.9545454546
10854,2001-10-03,2001,10,3,635545.9090909091
10855,2001-10-04,2001,10,4,635741.8636363636
10856,2001-10-05,2001,10,5,635937.8181818182
10857,2001-10-09,2001,10,9,636133.7727272727
10858,2001-10-10,2001,10,10,636329.7272727273
10859,2001-10-11,2001,10,11,636525.6818181818
10860,2001-10-12,2001,10,12,636721.6363636364
10861,2001-10-15,2001,10,15,636917.5909090909
10862,2001-10-16,2001,10,16,637113.5454545454
10863,2001-10-17,2001,10,17,637309.5
10864,2001-10-18,2001,10,18,637505.4545454546
10865,2001-10-19,2001,10,19,637701.4090909091
10866,2001-10-22,2001,10,22,637897.3636363636
10867,2001-10-23,2001,10,23,638093.3181818182
10868,2001-10-24,2001,10,24,638289.2727272727
10869,2001-10-25,2001,10,25,638485.2272727273
10870,2001-10-26,2001,10,26,638681.1818181818
10871,2001-10-29,2001,10,29,638877.1363636364
10872,2001-10-30,2001,10,30,639073.0909090909
10873,2001-10-31,2001,10,31,639269.0454545454
10874,2001-11-01,2001,11,1,639465.0
10875,2001-11-02,2001,11,2,640030.5
10876,2001-11-05,2001,11,5,640596.0
10877,2001-11-06,2001,11,6,641161.5
10878,2001-11-07,2001,11,7,641727.0
10879,2001-11-08,2001,11,8,642292.5
10880,2001-11-09,2001,11,9,642858.0
10881,2001-11-13,2001,11,13,643423.5
10882,2001-11-14,2001,11,14,643989.0
10883,2001-11-15,2001,11,15,644554.5
10884,2001-11-16,2001,11,16,645120.0
10885,2001-11-19,2001,11,19,645685.5
10886,2001-11-20,2001,11,20,646251.0
10887,2001-11-21,2001,11,21,646816.5
10888,2001-11-23,2001,11,23,647382.0
10889,2001-11-26,2001,11,26,647947.5
10890,2001-11-27,2001,11,27,648513.0
10891,2001-11-28,2001,11,28,649078.5
10892,2001-11-29,2001,11,29,649644.0
10893,2001-11-30,2001,11,30,650209.5
10894,2001-12-03,2001,12,3,650775.0
10895,2001-12-04,2001,12,4,650924.25
10896,2001-12-05,2001,12,5,651073.5
10897,2001-12-06,2001,12,6,651222.75
10898,2001-12-07,2001,12,7,651372.0
10899,2001-12-10,2001,12,10,651521.25
10900,2001-12-11,2001,12,11,651670.5
10901,2001-12-12,2001,12,12,651819.75
10902,2001-12-13,2001,12,13,651969.0
10903,2001-12-14,2001,12,14,652118.25
10904,2001-12-17,2001,12,17,652267.5
10905,2001-12-18,2001,12,18,652416.75
10906,2001-12-19,2001,12,19,652566.0
10907,2001-12-20,2001,12,20,652715.25
10908,2001-12-21,2001,12,21,652864.5
10909,2001-12-24,2001,12,24,653013.75
10910,2001-12-26,2001,12,26,653163.0
10911,2001-12-27,2001,12,27,653312.25
10912,2001-12-28,2001,12,28,653461.5
10913,2001-12-31,2001,12,31,653610.75
10914,2002-01-02,2002,1,2,653760.0
10915,2002-01-03,2002,1,3,653801.8571428572
10916,2002-01-04,2002,1,4,653843.7142857143
10917,2002-01-07,2002,1,7,653885.5714285715
10918,2002-01-08,2002,1,8,653927.4285714285
10919,2002-01-09,2002,1,9,653969.2857142857
10920,2002-01-10,2002,1,10,654011.1428571428
10921,2002-01-11,2002,1,11,654053.0
10922,2002-01-14,2002,1,14,654094.8571428572
10923,2002-01-15,2002,1,15,654136.7142857143
10924,2002-01-16,2002,1,16,654178.5714285715
10925,2002-01-17,2002,1,17,654220.4285714285
10926,2002-01-18,2002,1,18,654262.2857142857
10927,2002-01-22,2002,1,22,654304.1428571428
10928,2002-01-23,2002,1,23,654346.0
10929,2002-01-24,2002,1,24,654387.8571428572
10930,2002-01-25,2002,1,25,654429.7142857143
10931,2002-01-28,2002,1,28,654471.5714285715
10932,2002-01-29,2002,1,29,654513.4285714285
10933,2002-01-30,2002,1,30,654555.2857142857
10934,2002-01-31,2002,1,31,654597.1428571428
10935,2002-02-01,2002,2,1,654639.0
10936,2002-02-04,2002,2,4,654866.2105263158
10937,2002-02-05,2002,2,5,655093.4210526316
10938,2002-02-06,2002,2,6,655320.6315789474
10939,2002-02-07,2002,2,7,655547.8421052631
10940,2002-02-08,2002,2,8,655775.052631579
10941,2002-02-11,2002,2,11,656002.2631578947
10942,2002-02-12,2002,2,12,656229.4736842106
10943,2002-02-13,2002,2,13,656456.6842105263
10944,2002-02-14,2002,2,14,656683.8947368421
10945,2002-02-15,2002,2,15,656911.1052631579
10946,2002-02-19,2002,2,19,657138.3157894737
10947,2002-02-20,2002,2,20,657365.5263157894
10948,2002-02-21,2002,2,21,657592.7368421053
10949,2002-02-22,2002,2,22,657819.947368421
10950,2002-02-25,2002,2,25,658047.1578947369
10951,2002-02-26,2002,2,26,658274.3684210526
10952,2002-02-27,2002,2,27,658501.5789473684
10953,2002-02-28,2002,2,28,658728.7894736842
10954,2002-03-01,2002,3,1,658956.0
10955,2002-03-04,2002,3,4,659167.6666666666
10956,2002-03-05,2002,3,5,659379.3333333334
10957,2002-03-06,2002,3,6,659591.0
10958,2002-03-07,2002,3,7,659802.6666666666
10959,2002-03-08,2002,3,8,660014.3333333334
10960,2002-03-11,2002,3,11,660226.0
10961,2002-03-12,2002,3,12,660437.6666666666
10962,2002-03-13,2002,3,13,660649.3333333334
10963,2002-03-14,2002,3,14,660861.0
10964,2002-03-15,2002,3,15,661072.6666666666
10965,2002-03-18,2002,3,18,661284.3333333334
10966,2002-03-19,2002,3,19,661496.0
10967,2002-03-20,2002,3,20,661707.6666666666
10968,2002-03-21,2002,3,21,661919.3333333334
10969,2002-03-22,2002,3,22,662131.0
10970,2002-03-25,2002,3,25,662342.6666666666
10971,2002-03-26,2002,3,26,662554.3333333334
10972,2002-03-27,2002,3,27,662766.0
10973,2002-03-28,2002,3,28,662977.6666666666
10974,2002-03-29,2002,3,29,663189.3333333334
10975,2002-04-01,2002,4,1,663401.0
10976,2002-04-02,2002,4,2,663637.5909090909
10977,2002-04-03,2002,4,3,663874.1818181818
10978,2002-04-04,2002,4,4,664110.7727272727
10979,2002-04-05,2002,4,5,664347.3636363636
10980,2002-04-08,2002,4,8,664583.9545454546
10981,2002-04-09,2002,4,9,664820.5454545454
10982,2002-04-10,2002,4,10,665057.1363636364
10983,2002-04-11,2002,4,11,665293.7272727273
10984,2002-04-12,2002,4,12,665530.3181818182
10985,2002-04-15,2002,4,15,665766.9090909091
10986,2002-04-16,2002,4,16,666003.5
10987,2002-04-17,2002,4,17,666240.0909090909
10988,2002-04-18,2002,4,18,666476.6818181818
10989,2002-04-19,2002,4,19,666713.2727272727
10990,2002-04-22,2002,4,22,666949.8636363636
10991,2002-04-23,2002,4,23,667186.4545454546
10992,2002-04-24,2002,4,24,667423.0454545454
10993,2002-04-25,2002,4,25,667659.6363636364
10994,2002-04-26,2002,4,26,667896.2272727273
10995,2002-04-29,2002,4,29,668132.8181818182
10996,2002-04-30,2002,4,30,668369.4090909091
10997,2002-05-01,2002,5,1,668606.0
10998,2002-05-02,2002,5,2,668849.6363636364
10999,2002-05-03,2002,5,3,669093.2727272727
11000,2002-05-06,2002,5,6,669336.9090909091
11001,2002-05-07,2002,5,7,669580.5454545454
11002,2002-05-08,2002,5,8,669824.1818181818
11003,2002-05-09,2002,5,9,670067.8181818182
11004,2002-05-10,2002,5,10,670311.4545454546
11005,2002-05-13,2002,5,13,670555.0909090909
11006,2002-05-14,2002,5,14,670798.7272727273
11007,2002-05-15,2002,5,15,671042.3636363636
11008,2002-05-16,2002,5,16,671286.0
11009,2002-05-17,2002,5,17,671529.6363636364
11010,2002-05-20,2002,5,20,671773.2727272727
11011,2002-05-21,2002,5,21,672016.9090909091
11012,2002-05-22,2002,5,22,672260.5454545454
11013,2002-05-23,2002,5,23,672504.1818181818
11014,2002-05-24,2002,5,24,672747.8181818182
11015,2002-05-28,2002,5,28,672991.4545454546
11016,2002-05-29,2002,5,29,673235.0909090909
11017,2002-05-30,2002,5,30,673478.7272727273
11018,2002-05-31,2002,5,31,673722.3636363636
11019,2002-06-03,2002,6,3,673966.0
11020,2002-06-04,2002,6,4,674233.2
11021,2002-06-05,2002,6,5,674500.4
11022,2002-06-06,2002,6,6,674767.6
11023,2002-06-07,2002,6,7,675034.8
11024,2002-06-10,2002,6,10,675302.0
11025,2002-06-11,2002,6,11,675569.2
11026,2002-06-12,2002,6,12,675836.4
11027,2002-06-13,2002,6,13,676103.6
11028,2002-06-14,2002,6,14,676370.8
11029,2002-06-17,2002,6,17,676638.0
11030,2002-06-18,2002,6,18,676905.2
11031,2002-06-19,2002,6,19,677172.4
11032,2002-06-20,2002,6,20,677439.6
11033,2002-06-21,2002,6,21,677706.8
11034,2002-06-24,2002,6,24,677974.0
11035,2002-06-25,2002,6,25,678241.2
11036,2002-06-26,2002,6,26,678508.4
11037,2002-06-27,2002,6,27,678775.6
11038,2002-06-28,2002,6,28,679042.8
11039,2002-07-01,2002,7,1,679310.0
11040,2002-07-02,2002,7,2,679330.6818181818
11041,2002-07-03,2002,7,3,679351.3636363636
11042,2002-07-05,2002,7,5,679372.0454545454
11043,2002-07-08,2002,7,8,679392.7272727273
11044,2002-07-09,2002,7,9,679413.4090909091
11045,2002-07-10,2002,7,10,679434.0909090909
11046,2002-07-11,2002,7,11,679454.7727272727
11047,2002-07-12,2002,7,12,679475.4545454546
11048,2002-07-15,2002,7,15,679496.1363636364
11049,2002-07-16,2002,7,16,679516.8181818182
11050,2002-07-17,2002,7,17,679537.5
11051,2002-07-18,2002,7,18,679558.1818181818
11052,2002-07-19,2002,7,19,679578.8636363636
11053,2002-07-22,2002,7,22,679599.5454545454
11054,2002-07-23,2002,7,23,679620.2272727273
11055,2002-07-24,2002,7,24,679640.9090909091
11056,2002-07-25,2002,7,25,679661.5909090909
11057,2002-07-26,2002,7,26,679682.2727272727
11058,2002-07-29,2002,7,29,679702.9545454546
11059,2002-07-30,2002,7,30,679723.6363636364
11060,2002-07-31,2002,7,31,679744.3181818182
11061,2002-08-01,2002,8,1,679765.0
11062,2002-08-02,2002,8,2,679793.7272727273
11063,2002-08-05,2002,8,5,679822.4545454546
11064,2002-08-06,2002,8,6,679851.1818181818
11065,2002-08-07,2002,8,7,679879.9090909091
11066,2002-08-08,2002,8,8,679908.6363636364
11067,2002-08-09,2002,8,9,679937.3636363636
11068,2002-08-12,2002,8,12,679966.0909090909
11069,2002-08-13,2002,8,13,679994.8181818182
11070,2002-08-14,2002,8,14,680023.5454545454
11071,2002-08-15,2002,8,15,680052.2727272727
11072,2002-08-16,2002,8,16,680081.0
11073,2002-08-19,2002,8,19,680109.7272727273
11074,2002-08-20,2002,8,20,680138.4545454546
11075,2002-08-21,2002,8,21,680167.1818181818
11076,2002-08-22,2002,8,22,680195.9090909091
11077,2002-08-23,2002,8,23,680224.6363636364
11078,2002-08-26,2002,8,26,680253.3636363636
11079,2002-08-27,2002,8,27,680282.0909090909
11080,2002-08-28,2002,8,28,680310.8181818182
11081,2002-08-29,2002,8,29,680339.5454545454
11082,2002-08-30,2002,8,30,680368.2727272727
11083,2002-09-03,2002,9,3,680397.0
11084,2002-09-04,2002,9,4,680469.9
11085,2002-09-05,2002,9,5,680542.8
11086,2002-09-06,2002,9,6,680615.7
11087,2002-09-09,2002,9,9,680688.6
11088,2002-09-10,2002,9,10,680761.5
11089,2002-09-11,2002,9,11,680834.4
11090,2002-09-12,2002,9,12,680907.3
11091,2002-09-13,2002,9,13,680980.2
11092,2002-09-16,2002,9,16,681053.1
11093,2002-09-17,2002,9,17,681126.0
11094,2002-09-18,2002,9,18,681198.9
11095,2002-09-19,2002,9,19,681271.8
11096,2002-09-20,2002,9,20,681344.7
11097,2002-09-23,2002,9,23,681417.6
11098,2002-09-24,2002,9,24,681490.5
11099,2002-09-25,2002,9,25,681563.4
11100,2002-09-26,2002,9,26,681636.3
11101,2002-09-27,2002,9,27,681709.2
11102,2002-09-30,2002,9,30,681782.1
11103,2002-10-01,2002,10,1,681855.0
11104,2002-10-02,2002,10,2,682156.7727272727
11105,2002-10-03,2002,10,3,682458.5454545454
11106,2002-10-04,2002,10,4,682760.3181818182
11107,2002-10-07,2002,10,7,683062.0909090909
11108,2002-10-08,2002,10,8,683363.8636363636
11109,2002-10-09,2002,10,9,683665.6363636364
11110,2002-10-10,2002,10,10,683967.4090909091
11111,2002-10-11,2002,10,11,684269.1818181818
11112,2002-10-15,2002,10,15,684570.9545454546
11113,2002-10-16,2002,10,16,684872.7272727273
11114,2002-10-17,2002,10,17,685174.5
11115,2002-10-18,2002,10,18,685476.2727272727
11116,2002-10-21,2002,10,21,685778.0454545454
11117,2002-10-22,2002,10,22,686079.8181818182
11118,2002-10-23,2002,10,23,686381.5909090909
11119,2002-10-24,2002,10,24,686683.3636363636
11120,2002-10-25,2002,10,25,686985.1363636364
11121,2002-10-28,2002,10,28,687286.9090909091
11122,2002-10-29,2002,10,29,687588.6818181818
11123,2002-10-30,2002,10,30,687890.4545454546
11124,2002-10-31,2002,10,31,688192.2272727273
11125,2002-11-01,2002,11,1,688494.0
11126,2002-11-04,2002,11,4,689058.3157894737
11127,2002-11-05,2002,11,5,689622.6315789474
11128,2002-11-06,2002,11,6,690186.947368421
11129,2002-11-07,2002,11,7,690751.2631578947
11130,2002-11-08,2002,11,8,691315.5789473684
11131,2002-11-12,2002,11,12,691879.8947368421
11132,2002-11-13,2002,11,13,692444.2105263158
11133,2002-11-14,2002,11,14,693008.5263157894
11134,2002-11-15,2002,11,15,693572.8421052631
11135,2002-11-18,2002,11,18,694137.1578947369
11136,2002-11-19,2002,11,19,694701.4736842106
11137,2002-11-20,2002,11,20,695265.7894736842
11138,2002-11-21,2002,11,21,695830.1052631579
11139,2002-11-22,2002,11,22,696394.4210526316
11140,2002-11-25,2002,11,25,696958.7368421053
11141,2002-11-26,2002,11,26,697523.052631579
11142,2002-11-27,2002,11,27,698087.3684210526
11143,2002-11-29,2002,11,29,698651.6842105263
11144,2002-12-02,2002,12,2,699216.0
11145,2002-12-03,2002,12,3,699218.1904761905
11146,2002-12-04,2002,12,4,699220.380952381
11147,2002-12-05,2002,12,5,699222.5714285715
11148,2002-12-06,2002,12,6,699224.7619047619
11149,2002-12-09,2002,12,9,699226.9523809524
11150,2002-12-10,2002,12,10,699229.1428571428
11151,2002-12-11,2002,12,11,699231.3333333334
11152,2002-12-12,2002,12,12,699233.5238095238
11153,2002-12-13,2002,12,13,699235.7142857143
11154,2002-12-16,2002,12,16,699237.9047619047
11155,2002-12-17,2002,12,17,699240.0952380953
11156,2002-12-18,2002,12,18,699242.2857142857
11157,2002-12-19,2002,12,19,699244.4761904762
11158,2002-12-20,2002,12,20,699246.6666666666
11159,2002-12-23,2002,12,23,699248.8571428572
11160,2002-12-24,2002,12,24,699251.0476190476
11161,2002-12-26,2002,12,26,699253.2380952381
11162,2002-12-27,2002,12,27,699255.4285714285
11163,2002-12-30,2002,12,30,699257.619047619
11164,2002-12-31,2002,12,31,699259.8095238095
11165,2003-01-02,2003,1,2,699262.0
11166,2003-01-03,2003,1,3,699342.7619047619
11167,2003-01-06,2003,1,6,699423.5238095238
11168,2003-01-07,2003,1,7,699504.2857142857
11169,2003-01-08,2003,1,8,699585.0476190476
11170,2003-01-09,2003,1,9,699665.8095238095
11171,2003-01-10,2003,1,10,699746.5714285715
11172,2003-01-13,2003,1,13,699827.3333333334
11173,2003-01-14,2003,1,14,699908.0952380953
11174,2003-01-15,2003,1,15,699988.8571428572
11175,2003-01-16,2003,1,16,700069.619047619
11176,2003-01-17,2003,1,17,700150.380952381
11177,2003-01-21,2003,1,21,700231.1428571428
