,DATE,Year,Month,Day,Loans
6124,2009-05-28,2009,5,28,1049917.25
6125,2009-05-29,2009,5,29,1048713.40625
6126,2009-06-01,2009,6,1,1047509.5625
6127,2009-06-02,2009,6,2,1046305.71875
6128,2009-06-03,2009,6,3,1045101.875
6129,2009-06-04,2009,6,4,1043898.03125
6130,2009-06-05,2009,6,5,1042694.1875
6131,2009-06-08,2009,6,8,1041490.34375
6132,2009-06-09,2009,6,9,1040286.5
6133,2009-06-10,2009,6,10,1039082.65625
6134,2009-06-11,2009,6,11,1037878.8125
6135,2009-06-12,2009,6,12,1036674.96875
6136,2009-06-15,2009,6,15,1035471.125
6137,2009-06-16,2009,6,16,1034267.28125
6138,2009-06-17,2009,6,17,1033063.4375
6139,2009-06-18,2009,6,18,1031859.59375
6140,2009-06-19,2009,6,19,1030655.75
6141,2009-06-22,2009,6,22,1029451.90625
6142,2009-06-23,2009,6,23,1028248.0625
6143,2009-06-24,2009,6,24,1027044.21875
6144,2009-06-25,2009,6,25,1025840.375
6145,2009-06-26,2009,6,26,1024636.53125
6146,2009-06-29,2009,6,29,1023432.6875
6147,2009-06-30,2009,6,30,1022228.84375
6148,2009-07-01,2009,7,1,1021025.0
6149,2009-07-02,2009,7,2,1020029.09375
6150,2009-07-06,2009,7,6,1019033.1875
6151,2009-07-07,2009,7,7,1018037.28125
6152,2009-07-08,2009,7,8,1017041.375
6153,2009-07-09,2009,7,9,1016045.46875
6154,2009-07-10,2009,7,10,1015049.5625
6155,2009-07-13,2009,7,13,1014053.65625
6156,2009-07-14,2009,7,14,1013057.75
6157,2009-07-15,2009,7,15,1012061.84375
6158,2009-07-16,2009,7,16,1011065.9375
6159,2009-07-17,2009,7,17,1010070.03125
6160,2009-07-20,2009,7,20,1009074.125
6161,2009-07-21,2009,7,21,1008078.21875
6162,2009-07-22,2009,7,22,1007082.3125
6163,2009-07-23,2009,7,23,1006086.40625
6164,2009-07-24,2009,7,24,1005090.5
6165,2009-07-27,2009,7,27,1004094.59375
6166,2009-07-28,2009,7,28,1003098.6875
6167,2009-07-29,2009,7,29,1002102.78125
6168,2009-07-30,2009,7,30,1001106.875
6169,2009-07-31,2009,7,31,1000110.96875
6170,2009-08-03,2009,8,3,999115.0625
6171,2009-08-04,2009,8,4,998119.15625
6172,2009-08-05,2009,8,5,997123.25
6173,2009-08-06,2009,8,6,996127.34375
6174,2009-08-07,2009,8,7,995131.4375
6175,2009-08-10,2009,8,10,994135.53125
6176,2009-08-11,2009,8,11,993139.625
6177,2009-08-12,2009,8,12,992143.71875
6178,2009-08-13,2009,8,13,991147.8125
6179,2009-08-14,2009,8,14,990151.90625
6180,2009-08-17,2009,8,17,989156.0
6181,2009-08-18,2009,8,18,988160.09375
6182,2009-08-19,2009,8,19,987164.1875
6183,2009-08-20,2009,8,20,986168.28125
6184,2009-08-21,2009,8,21,985172.375
6185,2009-08-24,2009,8,24,984176.46875
6186,2009-08-25,2009,8,25,983180.5625
6187,2009-08-26,2009,8,26,982184.65625
6188,2009-08-27,2009,8,27,981188.75
6189,2009-08-28,2009,8,28,980192.84375
6190,2009-08-31,2009,8,31,979196.9375
6191,2009-09-01,2009,9,1,978201.03125
6192,2009-09-02,2009,9,2,977205.125
6193,2009-09-03,2009,9,3,976209.21875
6194,2009-09-04,2009,9,4,975213.3125
6195,2009-09-08,2009,9,8,974217.40625
6196,2009-09-09,2009,9,9,973221.5
6197,2009-09-10,2009,9,10,972225.59375
6198,2009-09-11,2009,9,11,971229.6875
6199,2009-09-14,2009,9,14,970233.78125
6200,2009-09-15,2009,9,15,969237.875
6201,2009-09-16,2009,9,16,968241.96875
6202,2009-09-17,2009,9,17,967246.0625
6203,2009-09-18,2009,9,18,966250.15625
6204,2009-09-21,2009,9,21,965254.25
6205,2009-09-22,2009,9,22,964258.34375
6206,2009-09-23,2009,9,23,963262.4375
6207,2009-09-24,2009,9,24,962266.53125
6208,2009-09-25,2009,9,25,961270.625
6209,2009-09-28,2009,9,28,960274.71875
6210,2009-09-29,2009,9,29,959278.8125
6211,2009-09-30,2009,9,30,958282.90625
6212,2009-10-01,2009,10,1,957287.0
6213,2009-10-02,2009,10,2,957044.3548387097
6214,2009-10-05,2009,10,5,956801.7096774194
6215,2009-10-06,2009,10,6,956559.0645161291
6216,2009-10-07,2009,10,7,956316.4193548387
6217,2009-10-08,2009,10,8,956073.7741935484
6218,2009-10-09,2009,10,9,955831.1290322581
6219,2009-10-13,2009,10,13,955588.4838709678
6220,2009-10-14,2009,10,14,955345.8387096775
6221,2009-10-15,2009,10,15,955103.1935483871
6222,2009-10-16,2009,10,16,954860.5483870967
6223,2009-10-19,2009,10,19,954617.9032258064
6224,2009-10-20,2009,10,20,954375.2580645161
6225,2009-10-21,2009,10,21,954132.6129032258
6226,2009-10-22,2009,10,22,953889.9677419355
6227,2009-10-23,2009,10,23,953647.3225806452
6228,2009-10-26,2009,10,26,953404.6774193548
6229,2009-10-27,2009,10,27,953162.0322580645
6230,2009-10-28,2009,10,28,952919.3870967742
6231,2009-10-29,2009,10,29,952676.7419354839
6232,2009-10-30,2009,10,30,952434.0967741936
6233,2009-11-02,2009,11,2,952191.4516129033
6234,2009-11-03,2009,11,3,951948.8064516129
6235,2009-11-04,2009,11,4,951706.1612903225
6236,2009-11-05,2009,11,5,951463.5161290322
6237,2009-11-06,2009,11,6,951220.8709677419
6238,2009-11-09,2009,11,9,950978.2258064516
6239,2009-11-10,2009,11,10,950735.5806451613
6240,2009-11-12,2009,11,12,950492.9354838709
6241,2009-11-13,2009,11,13,950250.2903225806
6242,2009-11-16,2009,11,16,950007.6451612903
6243,2009-11-17,2009,11,17,949765.0
6244,2009-11-18,2009,11,18,949522.3548387097
6245,2009-11-19,2009,11,19,949279.7096774194
6246,2009-11-20,2009,11,20,949037.0645161291
6247,2009-11-23,2009,11,23,948794.4193548387
6248,2009-11-24,2009,11,24,948551.7741935484
6249,2009-11-25,2009,11,25,948309.1290322581
6250,2009-11-27,2009,11,27,948066.4838709678
6251,2009-11-30,2009,11,30,947823.8387096775
6252,2009-12-01,2009,12,1,947581.1935483871
6253,2009-12-02,2009,12,2,947338.5483870967
6254,2009-12-03,2009,12,3,947095.9032258064
6255,2009-12-04,2009,12,4,946853.2580645161
6256,2009-12-07,2009,12,7,946610.6129032258
6257,2009-12-08,2009,12,8,946367.9677419355
6258,2009-12-09,2009,12,9,946125.3225806452
6259,2009-12-10,2009,12,10,945882.6774193548
6260,2009-12-11,2009,12,11,945640.0322580645
6261,2009-12-14,2009,12,14,945397.3870967742
6262,2009-12-15,2009,12,15,945154.7419354839
6263,2009-12-16,2009,12,16,944912.0967741936
6264,2009-12-17,2009,12,17,944669.4516129033
6265,2009-12-18,2009,12,18,944426.8064516129
6266,2009-12-21,2009,12,21,944184.1612903225
6267,2009-12-22,2009,12,22,943941.5161290322
6268,2009-12-23,2009,12,23,943698.8709677419
6269,2009-12-24,2009,12,24,943456.2258064516
6270,2009-12-28,2009,12,28,943213.5806451613
6271,2009-12-29,2009,12,29,942970.9354838709
6272,2009-12-30,2009,12,30,942728.2903225806
6273,2009-12-31,2009,12,31,942485.6451612903
6274,2010-01-04,2010,1,4,942243.0
6275,2010-01-05,2010,1,5,941555.4262295082
6276,2010-01-06,2010,1,6,940867.8524590164
6277,2010-01-07,2010,1,7,940180.2786885246
6278,2010-01-08,2010,1,8,939492.7049180327
6279,2010-01-11,2010,1,11,938805.131147541
6280,2010-01-12,2010,1,12,938117.5573770492
6281,2010-01-13,2010,1,13,937429.9836065574
6282,2010-01-14,2010,1,14,936742.4098360656
6283,2010-01-15,2010,1,15,936054.8360655737
6284,2010-01-19,2010,1,19,935367.262295082
6285,2010-01-20,2010,1,20,934679.6885245901
6286,2010-01-21,2010,1,21,933992.1147540984
6287,2010-01-22,2010,1,22,933304.5409836066
6288,2010-01-25,2010,1,25,932616.9672131147
6289,2010-01-26,2010,1,26,931929.393442623
6290,2010-01-27,2010,1,27,931241.8196721311
6291,2010-01-28,2010,1,28,930554.2459016393
6292,2010-01-29,2010,1,29,929866.6721311476
6293,2010-02-01,2010,2,1,929179.0983606557
6294,2010-02-02,2010,2,2,928491.524590164
6295,2010-02-03,2010,2,3,927803.9508196721
6296,2010-02-04,2010,2,4,927116.3770491803
6297,2010-02-05,2010,2,5,926428.8032786886
6298,2010-02-08,2010,2,8,925741.2295081967
6299,2010-02-09,2010,2,9,925053.655737705
6300,2010-02-10,2010,2,10,924366.0819672131
6301,2010-02-11,2010,2,11,923678.5081967213
6302,2010-02-12,2010,2,12,922990.9344262296
6303,2010-02-16,2010,2,16,922303.3606557377
6304,2010-02-17,2010,2,17,921615.7868852459
6305,2010-02-18,2010,2,18,920928.2131147541
6306,2010-02-19,2010,2,19,920240.6393442623
6307,2010-02-22,2010,2,22,919553.0655737704
6308,2010-02-23,2010,2,23,918865.4918032787
6309,2010-02-24,2010,2,24,918177.9180327869
6310,2010-02-25,2010,2,25,917490.344262295
6311,2010-02-26,2010,2,26,916802.7704918033
6312,2010-03-01,2010,3,1,916115.1967213114
6313,2010-03-02,2010,3,2,915427.6229508197
6314,2010-03-03,2010,3,3,914740.0491803279
6315,2010-03-04,2010,3,4,914052.475409836
6316,2010-03-05,2010,3,5,913364.9016393443
6317,2010-03-08,2010,3,8,912677.3278688524
6318,2010-03-09,2010,3,9,911989.7540983607
6319,2010-03-10,2010,3,10,911302.1803278689
6320,2010-03-11,2010,3,11,910614.606557377
6321,2010-03-12,2010,3,12,909927.0327868853
6322,2010-03-15,2010,3,15,909239.4590163934
6323,2010-03-16,2010,3,16,908551.8852459016
6324,2010-03-17,2010,3,17,907864.3114754099
6325,2010-03-18,2010,3,18,907176.737704918
6326,2010-03-19,2010,3,19,906489.1639344263
6327,2010-03-22,2010,3,22,905801.5901639344
6328,2010-03-23,2010,3,23,905114.0163934426
6329,2010-03-24,2010,3,24,904426.4426229508
6330,2010-03-25,2010,3,25,903738.868852459
6331,2010-03-26,2010,3,26,903051.2950819673
6332,2010-03-29,2010,3,29,902363.7213114754
6333,2010-03-30,2010,3,30,901676.1475409836
6334,2010-03-31,2010,3,31,900988.5737704918
6335,2010-04-01,2010,4,1,900301.0
6336,2010-04-02,2010,4,2,900091.265625
6337,2010-04-05,2010,4,5,899881.53125
6338,2010-04-06,2010,4,6,899671.796875
6339,2010-04-07,2010,4,7,899462.0625
6340,2010-04-08,2010,4,8,899252.328125
6341,2010-04-09,2010,4,9,899042.59375
6342,2010-04-12,2010,4,12,898832.859375
6343,2010-04-13,2010,4,13,898623.125
6344,2010-04-14,2010,4,14,898413.390625
6345,2010-04-15,2010,4,15,898203.65625
6346,2010-04-16,2010,4,16,897993.921875
6347,2010-04-19,2010,4,19,897784.1875
6348,2010-04-20,2010,4,20,897574.453125
6349,2010-04-21,2010,4,21,897364.71875
6350,2010-04-22,2010,4,22,897154.984375
6351,2010-04-23,2010,4,23,896945.25
6352,2010-04-26,2010,4,26,896735.515625
6353,2010-04-27,2010,4,27,896525.78125
6354,2010-04-28,2010,4,28,896316.046875
6355,2010-04-29,2010,4,29,896106.3125
6356,2010-04-30,2010,4,30,895896.578125
6357,2010-05-03,2010,5,3,895686.84375
6358,2010-05-04,2010,5,4,895477.109375
6359,2010-05-05,2010,5,5,895267.375
6360,2010-05-06,2010,5,6,895057.640625
6361,2010-05-07,2010,5,7,894847.90625
6362,2010-05-10,2010,5,10,894638.171875
6363,2010-05-11,2010,5,11,894428.4375
6364,2010-05-12,2010,5,12,894218.703125
6365,2010-05-13,2010,5,13,894008.96875
6366,2010-05-14,2010,5,14,893799.234375
6367,2010-05-17,2010,5,17,893589.5
6368,2010-05-18,2010,5,18,893379.765625
6369,2010-05-19,2010,5,19,893170.03125
6370,2010-05-20,2010,5,20,892960.296875
6371,2010-05-21,2010,5,21,892750.5625
6372,2010-05-24,2010,5,24,892540.828125
6373,2010-05-25,2010,5,25,892331.09375
6374,2010-05-26,2010,5,26,892121.359375
6375,2010-05-27,2010,5,27,891911.625
6376,2010-05-28,2010,5,28,891701.890625
6377,2010-06-01,2010,6,1,891492.15625
6378,2010-06-02,2010,6,2,891282.421875
6379,2010-06-03,2010,6,3,891072.6875
6380,2010-06-04,2010,6,4,890862.953125
6381,2010-06-07,2010,6,7,890653.21875
6382,2010-06-08,2010,6,8,890443.484375
6383,2010-06-09,2010,6,9,890233.75
6384,2010-06-10,2010,6,10,890024.015625
6385,2010-06-11,2010,6,11,889814.28125
6386,2010-06-14,2010,6,14,889604.546875
6387,2010-06-15,2010,6,15,889394.8125
6388,2010-06-16,2010,6,16,889185.078125
6389,2010-06-17,2010,6,17,888975.34375
6390,2010-06-18,2010,6,18,888765.609375
6391,2010-06-21,2010,6,21,888555.875
6392,2010-06-22,2010,6,22,888346.140625
6393,2010-06-23,2010,6,23,888136.40625
6394,2010-06-24,2010,6,24,887926.671875
6395,2010-06-25,2010,6,25,887716.9375
6396,2010-06-28,2010,6,28,887507.203125
6397,2010-06-29,2010,6,29,887297.46875
6398,2010-06-30,2010,6,30,887087.734375
6399,2010-07-01,2010,7,1,886878.0
6400,2010-07-02,2010,7,2,887165.34375
6401,2010-07-06,2010,7,6,887452.6875
6402,2010-07-07,2010,7,7,887740.03125
6403,2010-07-08,2010,7,8,888027.375
6404,2010-07-09,2010,7,9,888314.71875
6405,2010-07-12,2010,7,12,888602.0625
6406,2010-07-13,2010,7,13,888889.40625
6407,2010-07-14,2010,7,14,889176.75
6408,2010-07-15,2010,7,15,889464.09375
6409,2010-07-16,2010,7,16,889751.4375
6410,2010-07-19,2010,7,19,890038.78125
6411,2010-07-20,2010,7,20,890326.125
6412,2010-07-21,2010,7,21,890613.46875
6413,2010-07-22,2010,7,22,890900.8125
6414,2010-07-23,2010,7,23,891188.15625
6415,2010-07-26,2010,7,26,891475.5
6416,2010-07-27,2010,7,27,891762.84375
6417,2010-07-28,2010,7,28,892050.1875
6418,2010-07-29,2010,7,29,892337.53125
6419,2010-07-30,2010,7,30,892624.875
6420,2010-08-02,2010,8,2,892912.21875
6421,2010-08-03,2010,8,3,893199.5625
6422,2010-08-04,2010,8,4,893486.90625
6423,2010-08-05,2010,8,5,893774.25
6424,2010-08-06,2010,8,6,894061.59375
6425,2010-08-09,2010,8,9,894348.9375
6426,2010-08-10,2010,8,10,894636.28125
6427,2010-08-11,2010,8,11,894923.625
6428,2010-08-12,2010,8,12,895210.96875
6429,2010-08-13,2010,8,13,895498.3125
6430,2010-08-16,2010,8,16,895785.65625
6431,2010-08-17,2010,8,17,896073.0
6432,2010-08-18,2010,8,18,896360.34375
6433,2010-08-19,2010,8,19,896647.6875
6434,2010-08-20,2010,8,20,896935.03125
6435,2010-08-23,2010,8,23,897222.375
6436,2010-08-24,2010,8,24,897509.71875
6437,2010-08-25,2010,8,25,897797.0625
6438,2010-08-26,2010,8,26,898084.40625
6439,2010-08-27,2010,8,27,898371.75
6440,2010-08-30,2010,8,30,898659.09375
6441,2010-08-31,2010,8,31,898946.4375
6442,2010-09-01,2010,9,1,899233.78125
6443,2010-09-02,2010,9,2,899521.125
6444,2010-09-03,2010,9,3,899808.46875
6445,2010-09-07,2010,9,7,900095.8125
6446,2010-09-08,2010,9,8,900383.15625
6447,2010-09-09,2010,9,9,900670.5
6448,2010-09-10,2010,9,10,900957.84375
6449,2010-09-13,2010,9,13,901245.1875
6450,2010-09-14,2010,9,14,901532.53125
6451,2010-09-15,2010,9,15,901819.875
6452,2010-09-16,2010,9,16,902107.21875
6453,2010-09-17,2010,9,17,902394.5625
6454,2010-09-20,2010,9,20,902681.90625
6455,2010-09-21,2010,9,21,902969.25
6456,2010-09-22,2010,9,22,903256.59375
6457,2010-09-23,2010,9,23,903543.9375
6458,2010-09-24,2010,9,24,903831.28125
6459,2010-09-27,2010,9,27,904118.625
6460,2010-09-28,2010,9,28,904405.96875
6461,2010-09-29,2010,9,29,904693.3125
6462,2010-09-30,2010,9,30,904980.65625
6463,2010-10-01,2010,10,1,905268.0
6464,2010-10-04,2010,10,4,905540.5409836066
6465,2010-10-05,2010,10,5,905813.0819672131
6466,2010-10-06,2010,10,6,906085.6229508197
6467,2010-10-07,2010,10,7,906358.1639344263
6468,2010-10-08,2010,10,8,906630.7049180327
6469,2010-10-12,2010,10,12,906903.2459016393
6470,2010-10-13,2010,10,13,907175.7868852459
6471,2010-10-14,2010,10,14,907448.3278688524
6472,2010-10-15,2010,10,15,907720.868852459
6473,2010-10-18,2010,10,18,907993.4098360656
6474,2010-10-19,2010,10,19,908265.9508196721
6475,2010-10-20,2010,10,20,908538.4918032787
6476,2010-10-21,2010,10,21,908811.0327868853
6477,2010-10-22,2010,10,22,909083.5737704918
6478,2010-10-25,2010,10,25,909356.1147540984
6479,2010-10-26,2010,10,26,909628.655737705
6480,2010-10-27,2010,10,27,909901.1967213114
6481,2010-10-28,2010,10,28,910173.737704918
6482,2010-10-29,2010,10,29,910446.2786885246
6483,2010-11-01,2010,11,1,910718.8196721311
6484,2010-11-02,2010,11,2,910991.3606557377
6485,2010-11-03,2010,11,3,911263.9016393443
6486,2010-11-04,2010,11,4,911536.4426229508
6487,2010-11-05,2010,11,5,911808.9836065574
6488,2010-11-08,2010,11,8,912081.524590164
6489,2010-11-09,2010,11,9,912354.0655737704
6490,2010-11-10,2010,11,10,912626.606557377
6491,2010-11-12,2010,11,12,912899.1475409836
6492,2010-11-15,2010,11,15,913171.6885245901
6493,2010-11-16,2010,11,16,913444.2295081967
6494,2010-11-17,2010,11,17,913716.7704918033
6495,2010-11-18,2010,11,18,913989.3114754099
6496,2010-11-19,2010,11,19,914261.8524590164
6497,2010-11-22,2010,11,22,914534.393442623
6498,2010-11-23,2010,11,23,914806.9344262296
6499,2010-11-24,2010,11,24,915079.475409836
6500,2010-11-26,2010,11,26,915352.0163934426
6501,2010-11-29,2010,11,29,915624.5573770492
6502,2010-11-30,2010,11,30,915897.0983606557
6503,2010-12-01,2010,12,1,916169.6393442623
6504,2010-12-02,2010,12,2,916442.1803278689
6505,2010-12-03,2010,12,3,916714.7213114754
6506,2010-12-06,2010,12,6,916987.262295082
6507,2010-12-07,2010,12,7,917259.8032786886
6508,2010-12-08,2010,12,8,917532.344262295
6509,2010-12-09,2010,12,9,917804.8852459016
6510,2010-12-10,2010,12,10,918077.4262295082
6511,2010-12-13,2010,12,13,918349.9672131147
6512,2010-12-14,2010,12,14,918622.5081967213
6513,2010-12-15,2010,12,15,918895.0491803279
6514,2010-12-16,2010,12,16,919167.5901639344
6515,2010-12-17,2010,12,17,919440.131147541
6516,2010-12-20,2010,12,20,919712.6721311476
6517,2010-12-21,2010,12,21,919985.2131147541
6518,2010-12-22,2010,12,22,920257.7540983607
6519,2010-12-23,2010,12,23,920530.2950819673
6520,2010-12-27,2010,12,27,920802.8360655737
6521,2010-12-28,2010,12,28,921075.3770491803
6522,2010-12-29,2010,12,29,921347.9180327869
6523,2010-12-30,2010,12,30,921620.4590163934
6524,2011-01-03,2011,1,3,921893.0
6525,2011-01-04,2011,1,4,922460.4032258064
6526,2011-01-05,2011,1,5,923027.8064516129
6527,2011-01-06,2011,1,6,923595.2096774194
6528,2011-01-07,2011,1,7,924162.6129032258
6529,2011-01-10,2011,1,10,924730.0161290322
6530,2011-01-11,2011,1,11,925297.4193548387
6531,2011-01-12,2011,1,12,925864.8225806452
6532,2011-01-13,2011,1,13,926432.2258064516
6533,2011-01-14,2011,1,14,926999.6290322581
6534,2011-01-18,2011,1,18,927567.0322580645
6535,2011-01-19,2011,1,19,928134.4354838709
6536,2011-01-20,2011,1,20,928701.8387096775
6537,2011-01-21,2011,1,21,929269.2419354839
6538,2011-01-24,2011,1,24,929836.6451612903
6539,2011-01-25,2011,1,25,930404.0483870967
6540,2011-01-26,2011,1,26,930971.4516129033
6541,2011-01-27,2011,1,27,931538.8548387097
6542,2011-01-28,2011,1,28,932106.2580645161
6543,2011-01-31,2011,1,31,932673.6612903225
6544,2011-02-01,2011,2,1,933241.0645161291
6545,2011-02-02,2011,2,2,933808.4677419355
6546,2011-02-03,2011,2,3,934375.8709677419
6547,2011-02-04,2011,2,4,934943.2741935484
6548,2011-02-07,2011,2,7,935510.6774193548
6549,2011-02-08,2011,2,8,936078.0806451613
6550,2011-02-09,2011,2,9,936645.4838709678
6551,2011-02-10,2011,2,10,937212.8870967742
6552,2011-02-11,2011,2,11,937780.2903225806
6553,2011-02-14,2011,2,14,938347.6935483871
6554,2011-02-15,2011,2,15,938915.0967741936
6555,2011-02-16,2011,2,16,939482.5
6556,2011-02-17,2011,2,17,940049.9032258064
6557,2011-02-18,2011,2,18,940617.3064516129
6558,2011-02-22,2011,2,22,941184.7096774194
6559,2011-02-23,2011,2,23,941752.1129032258
6560,2011-02-24,2011,2,24,942319.5161290322
6561,2011-02-25,2011,2,25,942886.9193548387
6562,2011-02-28,2011,2,28,943454.3225806452
6563,2011-03-01,2011,3,1,944021.7258064516
6564,2011-03-02,2011,3,2,944589.1290322581
6565,2011-03-03,2011,3,3,945156.5322580645
6566,2011-03-04,2011,3,4,945723.9354838709
6567,2011-03-07,2011,3,7,946291.3387096775
6568,2011-03-08,2011,3,8,946858.7419354839
6569,2011-03-09,2011,3,9,947426.1451612903
6570,2011-03-10,2011,3,10,947993.5483870967
6571,2011-03-11,2011,3,11,948560.9516129033
6572,2011-03-14,2011,3,14,949128.3548387097
6573,2011-03-15,2011,3,15,949695.7580645161
6574,2011-03-16,2011,3,16,950263.1612903225
6575,2011-03-17,2011,3,17,950830.5645161291
6576,2011-03-18,2011,3,18,951397.9677419355
6577,2011-03-21,2011,3,21,951965.3709677419
6578,2011-03-22,2011,3,22,952532.7741935484
6579,2011-03-23,2011,3,23,953100.1774193548
6580,2011-03-24,2011,3,24,953667.5806451613
6581,2011-03-25,2011,3,25,954234.9838709678
6582,2011-03-28,2011,3,28,954802.3870967742
6583,2011-03-29,2011,3,29,955369.7903225806
6584,2011-03-30,2011,3,30,955937.1935483871
6585,2011-03-31,2011,3,31,956504.5967741936
6586,2011-04-01,2011,4,1,957072.0
6587,2011-04-04,2011,4,4,957591.109375
6588,2011-04-05,2011,4,5,958110.21875
6589,2011-04-06,2011,4,6,958629.328125
6590,2011-04-07,2011,4,7,959148.4375
6591,2011-04-08,2011,4,8,959667.546875
6592,2011-04-11,2011,4,11,960186.65625
6593,2011-04-12,2011,4,12,960705.765625
6594,2011-04-13,2011,4,13,961224.875
6595,2011-04-14,2011,4,14,961743.984375
6596,2011-04-15,2011,4,15,962263.09375
6597,2011-04-18,2011,4,18,962782.203125
6598,2011-04-19,2011,4,19,963301.3125
6599,2011-04-20,2011,4,20,963820.421875
6600,2011-04-21,2011,4,21,964339.53125
6601,2011-04-22,2011,4,22,964858.640625
6602,2011-04-25,2011,4,25,965377.75
6603,2011-04-26,2011,4,26,965896.859375
6604,2011-04-27,2011,4,27,966415.96875
6605,2011-04-28,2011,4,28,966935.078125
6606,2011-04-29,2011,4,29,967454.1875
6607,2011-05-02,2011,5,2,967973.296875
6608,2011-05-03,2011,5,3,968492.40625
6609,2011-05-04,2011,5,4,969011.515625
6610,2011-05-05,2011,5,5,969530.625
6611,2011-05-06,2011,5,6,970049.734375
6612,2011-05-09,2011,5,9,970568.84375
6613,2011-05-10,2011,5,10,971087.953125
6614,2011-05-11,2011,5,11,971607.0625
6615,2011-05-12,2011,5,12,972126.171875
6616,2011-05-13,2011,5,13,972645.28125
6617,2011-05-16,2011,5,16,973164.390625
6618,2011-05-17,2011,5,17,973683.5
6619,2011-05-18,2011,5,18,974202.609375
6620,2011-05-19,2011,5,19,974721.71875
6621,2011-05-20,2011,5,20,975240.828125
6622,2011-05-23,2011,5,23,975759.9375
6623,2011-05-24,2011,5,24,976279.046875
6624,2011-05-25,2011,5,25,976798.15625
6625,2011-05-26,2011,5,26,977317.265625
6626,2011-05-27,2011,5,27,977836.375
6627,2011-05-31,2011,5,31,978355.484375
6628,2011-06-01,2011,6,1,978874.59375
6629,2011-06-02,2011,6,2,979393.703125
6630,2011-06-03,2011,6,3,979912.8125
6631,2011-06-06,2011,6,6,980431.921875
6632,2011-06-07,2011,6,7,980951.03125
6633,2011-06-08,2011,6,8,981470.140625
6634,2011-06-09,2011,6,9,981989.25
6635,2011-06-10,2011,6,10,982508.359375
6636,2011-06-13,2011,6,13,983027.46875
6637,2011-06-14,2011,6,14,983546.578125
6638,2011-06-15,2011,6,15,984065.6875
6639,2011-06-16,2011,6,16,984584.796875
6640,2011-06-17,2011,6,17,985103.90625
6641,2011-06-20,2011,6,20,985623.015625
6642,2011-06-21,2011,6,21,986142.125
6643,2011-06-22,2011,6,22,986661.234375
6644,2011-06-23,2011,6,23,987180.34375
6645,2011-06-24,2011,6,24,987699.453125
6646,2011-06-27,2011,6,27,988218.5625
6647,2011-06-28,2011,6,28,988737.671875
6648,2011-06-29,2011,6,29,989256.78125
6649,2011-06-30,2011,6,30,989775.890625
6650,2011-07-01,2011,7,1,990295.0
6651,2011-07-05,2011,7,5,991044.90625
6652,2011-07-06,2011,7,6,991794.8125
6653,2011-07-07,2011,7,7,992544.71875
6654,2011-07-08,2011,7,8,993294.625
6655,2011-07-11,2011,7,11,994044.53125
6656,2011-07-12,2011,7,12,994794.4375
6657,2011-07-13,2011,7,13,995544.34375
6658,2011-07-14,2011,7,14,996294.25
6659,2011-07-15,2011,7,15,997044.15625
6660,2011-07-18,2011,7,18,997794.0625
6661,2011-07-19,2011,7,19,998543.96875
6662,2011-07-20,2011,7,20,999293.875
6663,2011-07-21,2011,7,21,1000043.78125
6664,2011-07-22,2011,7,22,1000793.6875
6665,2011-07-25,2011,7,25,1001543.59375
6666,2011-07-26,2011,7,26,1002293.5
6667,2011-07-27,2011,7,27,1003043.40625
6668,2011-07-28,2011,7,28,1003793.3125
6669,2011-07-29,2011,7,29,1004543.21875
6670,2011-08-01,2011,8,1,1005293.125
6671,2011-08-02,2011,8,2,1006043.03125
6672,2011-08-03,2011,8,3,1006792.9375
6673,2011-08-04,2011,8,4,1007542.84375
6674,2011-08-05,2011,8,5,1008292.75
6675,2011-08-08,2011,8,8,1009042.65625
6676,2011-08-09,2011,8,9,1009792.5625
6677,2011-08-10,2011,8,10,1010542.46875
6678,2011-08-11,2011,8,11,1011292.375
6679,2011-08-12,2011,8,12,1012042.28125
6680,2011-08-15,2011,8,15,1012792.1875
6681,2011-08-16,2011,8,16,1013542.09375
6682,2011-08-17,2011,8,17,1014292.0
6683,2011-08-18,2011,8,18,1015041.90625
6684,2011-08-19,2011,8,19,1015791.8125
6685,2011-08-22,2011,8,22,1016541.71875
6686,2011-08-23,2011,8,23,1017291.625
6687,2011-08-24,2011,8,24,1018041.53125
6688,2011-08-25,2011,8,25,1018791.4375
6689,2011-08-26,2011,8,26,1019541.34375
6690,2011-08-29,2011,8,29,1020291.25
6691,2011-08-30,2011,8,30,1021041.15625
6692,2011-08-31,2011,8,31,1021791.0625
6693,2011-09-01,2011,9,1,1022540.96875
6694,2011-09-02,2011,9,2,1023290.875
6695,2011-09-06,2011,9,6,1024040.78125
6696,2011-09-07,2011,9,7,1024790.6875
6697,2011-09-08,2011,9,8,1025540.59375
6698,2011-09-09,2011,9,9,1026290.5
6699,2011-09-12,2011,9,12,1027040.40625
6700,2011-09-13,2011,9,13,1027790.3125
6701,2011-09-14,2011,9,14,1028540.21875
6702,2011-09-15,2011,9,15,1029290.125
6703,2011-09-16,2011,9,16,1030040.03125
6704,2011-09-19,2011,9,19,1030789.9375
6705,2011-09-20,2011,9,20,1031539.84375
6706,2011-09-21,2011,9,21,1032289.75
6707,2011-09-22,2011,9,22,1033039.65625
6708,2011-09-23,2011,9,23,1033789.5625
6709,2011-09-26,2011,9,26,1034539.46875
6710,2011-09-27,2011,9,27,1035289.375
